url,category
https://gramunnati.blob.core.windows.net/lead-images/49b18bd5-82a7-4e87-895f-6de3e7d8f006_1722079207592_1722079208.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/65cbdfbd-d42b-419f-b1e3-6e03bb693074_1722081137316_1722081138.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/5bbaa277-3e88-4cf3-9261-0da86ccf6cb6_1722081933981_1722081934.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/f90a8b43-ba69-47b3-879a-93762a4ffe6b_1722225296013_1722225296.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/596595f7-861f-4a3d-92b2-d95553adf76f_1722226453431_1722226453.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/596595f7-861f-4a3d-92b2-d95553adf76f_1722226471496_1722226471.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/518fab22-df59-4a03-bdc2-6d85927bd723_1722227086362_1722227086.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/a0404b3c-4116-49ee-b3c4-8ce7d37f1f18_1722233990937_1722233990.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/104237b3-c73b-41ba-82c5-4ceee787b77e_1722248890128_1722248889.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/50bb994f-a155-4fea-8946-4bc25e33b568_1722250720319_1722250720.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/be91c285-836f-4c31-bd6a-617cff9f0cc0_1722253337144_1722253336.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/706a2843-cd16-4563-8b60-897544ffe06f_1722256004686_1722256004.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/b378e09c-6f83-44b7-973e-6ec9fdfc5c9b_1722256951528_1722256950.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/50e2234b-4637-4ae5-b46a-cbf2037d9ad6_1722305031782_1722305031.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/a34afd26-d12f-4a12-899c-1b8755d7cb49_1722305582398_1722305582.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/85fd2860-accc-4cb1-9eeb-558ad66df190_1722307805903_1722307806.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/c049837f-d9b2-42a4-be30-94052be3b9b7_1722307989298_1722307990.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/397538a9-857c-4341-94c4-083b83644020_1722309610189_1722309609.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/64d9fd1f-d61f-4522-a1cb-4c2127d802aa_1722339151284_1722339151.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/034ee362-67d0-408b-a23c-4380704b45a4_1722340377991_1722340377.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/7af1baa7-8601-4785-a69f-3d25c1e889b7_1722391687528_1722391687.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/8d726817-a344-4cd7-abb9-b7f389a8095c_1722396216218_1722396216.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/2869848b-b855-4641-ac2a-39ab4a997684_1722396567637_1722396568.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/f58d6115-7d10-447e-badf-1af40c6349ad_1722400242041_1722400242.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/976c5641-97cd-497a-97aa-eda10f015e88_1722425838230_1722425837.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/b96cd72e-d181-4708-b4d3-a8b57d9a5e9b_1722426590041_1722426589.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/b96cd72e-d181-4708-b4d3-a8b57d9a5e9b_1722426597054_1722426596.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/83bc715a-ed85-4a9e-a5ce-fdbe93eb4771_1722426934463_1722426934.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/ed172e55-33ce-41a9-b39c-e2e2be13a907_1722427304731_1722427304.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/b522998d-5ab1-4746-85cf-9435d9df38fb_1722484561229_1722484561.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/52163a73-f8eb-4ca9-ac74-c87d2ab3c163_1722487550801_1722487550.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/2f63bf10-8810-488e-9433-0efcac9874ba_1722508734593_1722508735.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/dfa6a1ee-5068-4696-96f1-2fa5aef3a2f4_1722514348765_1722514349.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/71eb80e8-c6ed-4c46-ac0b-13b72cfa02da_1722568302408_1722568303.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/97fc995e-1d7a-42c6-94fe-aef46d72cab1_1722568394753_1722568395.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/97fc995e-1d7a-42c6-94fe-aef46d72cab1_1722568404315_1722568405.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/2d86a7cb-0187-4f3a-aa73-3f37d2bfc1b7_1722568532009_1722568532.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/95915d0e-f1b1-403a-9bd9-0a939a522654_1722568808859_1722568809.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/2603fd3d-75ed-4c37-99a5-d19e09602835_1722570130234_1722570132.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/272675aa-a42c-4590-bab3-876b253e9f6a_1722571951334_1722571952.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/17da8790-49dc-45a6-9f17-1eb2ee2f6209_1722575552427_1722575553.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/51c67b74-12bf-4a83-882a-2fb66d4c352d_1722576327906_1722576329.jpg,inputs
